TIMESTAMP,CELLID,TRAFFIC
1383260400000,4159,224.80852830674797
1383260400000,4556,1134.6389400276928
1383260400000,5161,379.9729291917139
1383261000000,4159,183.50499929976115
1383261000000,4556,983.8562750129744
1383261000000,5161,371.12271251065295
1383261600000,4159,204.43130371017887
1383261600000,4556,998.1107290175296
1383261600000,5161,429.29791133285727
1383262200000,4159,212.37404792990992
1383262200000,4556,962.9542487565352
1383262200000,5161,350.1842235347713
1383262800000,4159,195.76800548369357
1383262800000,4556,935.7821674616828
1383262800000,5161,268.586832125916
1383263400000,4159,211.860594421003
1383263400000,4556,982.6595843051794
1383263400000,5161,326.7263460349055
1383264000000,4159,218.1139469043621
1383264000000,4556,1101.1824801811952
1383264000000,5161,212.3327756588331
1383264600000,4159,261.68927202729265
1383264600000,4556,833.3837128355423
1383264600000,5161,231.6425468029764
1383265200000,4159,175.9337486761738
1383265200000,4556,886.5670675638752
1383265200000,5161,187.80206647684255
1383265800000,4159,204.93506434449225
1383265800000,4556,871.991632425194
1383265800000,5161,234.23739641221425
1383266400000,4159,175.95896999559642
1383266400000,4556,823.791835003527
1383266400000,5161,174.65264236154763
1383267000000,4159,188.5041502448117
1383267000000,4556,678.2002623790554
1383267000000,5161,163.1664985975237
1383267600000,4159,185.85257061167096
1383267600000,4556,656.9649905379333
1383267600000,5161,146.73100119500438
1383268200000,4159,210.17011577574
1383268200000,4556,611.1990669210435
1383268200000,5161,160.21447356819374
1383268800000,4159,193.34802666641403
1383268800000,4556,559.6663723076556
1383268800000,5161,131.28262078002348
1383269400000,4159,181.34714894709504
1383269400000,4556,482.2321707438439
1383269400000,5161,140.6781084266994
1383270000000,4159,193.03419015019605
1383270000000,4556,471.7717690872756
1383270000000,5161,172.02359591669088
1383270600000,4159,179.21008087587057
1383270600000,4556,498.2041269295543
1383270600000,5161,166.286928434897
1383271200000,4159,178.50422483152323
1383271200000,4556,431.74332202362575
1383271200000,5161,126.67621472437378
1383271800000,4159,213.55556591794704
1383271800000,4556,385.0247728116806
1383271800000,5161,137.79110640129556
1383272400000,4159,206.81059565516483
1383272400000,4556,366.2133722128141
1383272400000,5161,160.20483955500328
1383273000000,4159,175.171556128166
1383273000000,4556,366.9894998265232
1383273000000,5161,128.46296777718828
1383273600000,4159,197.0337810853563
1383273600000,4556,335.1528882997679
1383273600000,5161,125.33731147010089
1383274200000,4159,168.9722653708675
1383274200000,4556,369.9798349947114
1383274200000,5161,135.88808959270202
1383274800000,4159,164.46248493091508
1383274800000,4556,388.4383870546635
1383274800000,5161,116.5369580988993
1383275400000,4159,159.40231739365186
1383275400000,4556,471.3931160615992
1383275400000,5161,111.605622657214
1383276000000,4159,169.21748032280618
1383276000000,4556,528.7848098279388
1383276000000,5161,130.7571766711171
1383276600000,4159,149.31512228591387
1383276600000,4556,341.8715630712652
1383276600000,5161,104.8800312873827
1383277200000,4159,168.9284409194055
1383277200000,4556,313.7340574360422
1383277200000,5161,123.73363103735522
1383277800000,4159,155.4542545646556
1383277800000,4556,322.8674603960002
1383277800000,5161,133.82502837930014
1383278400000,4159,155.57454674244843
1383278400000,4556,267.0725547234573
1383278400000,5161,115.54979032786248
1383279000000,4159,199.3812159972121
1383279000000,4556,289.00075201749735
1383279000000,5161,144.4861874651781
1383279600000,4159,148.11186800787155
1383279600000,4556,272.8438267800327
1383279600000,5161,169.00013975308477
1383280200000,4159,144.12644903179634
1383280200000,4556,258.15278986632165
1383280200000,5161,107.00769885772549
1383280800000,4159,159.81219572620466
1383280800000,4556,268.25167789836183
1383280800000,5161,122.13528102933856
1383281400000,4159,138.16702676112914
1383281400000,4556,357.46078889817494
1383281400000,5161,134.75922606375954
1383282000000,4159,137.1156885064915
1383282000000,4556,276.9675492232674
1383282000000,5161,173.82527561601705
1383282600000,4159,148.21375423674272
1383282600000,4556,313.5608813568017
1383282600000,5161,147.94203121438306
1383283200000,4159,141.27867029184154
1383283200000,4556,271.55116112694714
1383283200000,5161,169.00838707612735
1383283800000,4159,125.01498495377064
1383283800000,4556,219.0280255683988
1383283800000,5161,165.7058096656143
1383284400000,4159,165.1919242261988
1383284400000,4556,231.2591771946689
1383284400000,5161,186.6849644881192
1383285000000,4159,122.05549579481914
1383285000000,4556,256.4544961186176
1383285000000,5161,201.17187495348236
1383285600000,4159,126.15568938604328
1383285600000,4556,237.1268414333497
1383285600000,5161,167.58363126306278
1383286200000,4159,130.98770091058577
1383286200000,4556,257.8877692564804
1383286200000,5161,168.13040410127527
1383286800000,4159,127.05453993437531
1383286800000,4556,239.2689601660921
1383286800000,5161,200.6680487544855
1383287400000,4159,136.4910446722749
1383287400000,4556,263.23045150601143
1383287400000,5161,167.86629688231406
1383288000000,4159,128.79323792226856
1383288000000,4556,256.3289666526016
1383288000000,5161,238.3429399183679
1383288600000,4159,122.93590160321992
1383288600000,4556,238.8011352443381
1383288600000,5161,249.7513013867526
1383289200000,4159,120.78218154490494
1383289200000,4556,236.35064010769383
1383289200000,5161,213.69227616066064
1383289800000,4159,128.9883047923542
1383289800000,4556,254.9852490367847
1383289800000,5161,190.54874794102585
1383290400000,4159,147.39430947555798
1383290400000,4556,256.96996765359626
1383290400000,5161,187.94546493464304
1383291000000,4159,134.18337613275207
1383291000000,4556,278.41988337057245
1383291000000,5161,240.9163997750647
1383291600000,4159,131.78538395078715
1383291600000,4556,311.12326841298847
1383291600000,5161,279.94391200318563
1383292200000,4159,134.87399318743127
1383292200000,4556,321.21835657462645
1383292200000,5161,240.43263461912315
1383292800000,4159,139.11930685640115
1383292800000,4556,309.41809998966284
1383292800000,5161,221.8019504786959
1383293400000,4159,131.35842218283173
1383293400000,4556,328.5327419642983
1383293400000,5161,345.13076787806324
1383294000000,4159,147.19933492399431
1383294000000,4556,353.3943134599901
1383294000000,5161,372.860488720907
1383294600000,4159,139.27962972907565
1383294600000,4556,312.78586892445594
1383294600000,5161,319.3891046242667
1383295200000,4159,153.12152214440798
1383295200000,4556,363.0997402605138
1383295200000,5161,392.9983775819267
1383295800000,4159,148.70712933288644
1383295800000,4556,410.04503090406814
1383295800000,5161,638.4057158248957
1383296400000,4159,175.84049058188324
1383296400000,4556,459.8394205937166
1383296400000,5161,548.570737889031
1383297000000,4159,219.75518095525285
1383297000000,4556,577.6692338575823
1383297000000,5161,666.2045751933821
1383297600000,4159,136.86684025479562
1383297600000,4556,536.707295920266
1383297600000,5161,697.6888099256174
1383298200000,4159,142.26684106400432
1383298200000,4556,510.8029081799441
1383298200000,5161,1243.952189965434
1383298800000,4159,142.7029117244981
1383298800000,4556,552.4120486507856
1383298800000,5161,1068.301092003113
1383299400000,4159,127.40217233100138
1383299400000,4556,507.72070460564726
1383299400000,5161,1035.5773846242337
1383300000000,4159,159.06220377053893
1383300000000,4556,460.1858096081712
1383300000000,5161,1538.413782988395
1383300600000,4159,207.25901086951475
1383300600000,4556,478.8744011264456
1383300600000,5161,1318.771462710739
1383301200000,4159,177.9711285283767
1383301200000,4556,367.3245641013064
1383301200000,5161,1688.317751740508
1383301800000,4159,180.69073968972376
1383301800000,4556,422.9963528648892
1383301800000,5161,2154.817715579035
1383302400000,4159,184.7086844167225
1383302400000,4556,421.2008941189959
1383302400000,5161,1835.094840708253
1383303000000,4159,127.59932134566508
1383303000000,4556,510.4486387168365
1383303000000,5161,2024.5666850315251
1383303600000,4159,142.4048551762136
1383303600000,4556,548.705159898055
1383303600000,5161,2093.19340501236
1383304200000,4159,158.0183199240097
1383304200000,4556,535.850377543233
1383304200000,5161,2302.464639023126
1383304800000,4159,172.79819368825028
1383304800000,4556,542.4751962381815
1383304800000,5161,2747.337999839884
1383305400000,4159,194.51517281658084
1383305400000,4556,512.2653542981024
1383305400000,5161,2892.358808658036
1383306000000,4159,175.64897847548016
1383306000000,4556,640.8707866872128
1383306000000,5161,2671.406889503909
1383306600000,4159,139.47574338531928
1383306600000,4556,586.5440388761854
1383306600000,5161,3363.795176781972
1383307200000,4159,181.075140509298
1383307200000,4556,507.3251017894696
1383307200000,5161,2833.5620265825773
1383307800000,4159,165.60515320686957
1383307800000,4556,645.210044966171
1383307800000,5161,3148.748903282882
1383308400000,4159,158.21770062937887
1383308400000,4556,616.071190882816
1383308400000,5161,3313.647380988631
1383309000000,4159,132.50661010025206
1383309000000,4556,557.3208250303989
1383309000000,5161,3291.431748034473
1383309600000,4159,147.85143493087156
1383309600000,4556,573.9925097181247
1383309600000,5161,3249.7117730782006
1383310200000,4159,151.09845953495076
1383310200000,4556,588.0265258157715
1383310200000,5161,3519.024554224732
1383310800000,4159,148.91452654815814
1383310800000,4556,604.7973003552222
1383310800000,5161,3561.269895818867
1383311400000,4159,140.86242817192277
1383311400000,4556,623.5380828929841
1383311400000,5161,3521.818374552557
1383312000000,4159,157.93304607895342
1383312000000,4556,597.8562952745389
1383312000000,5161,3331.0717151382755
1383312600000,4159,203.512655576667
1383312600000,4556,565.2737446227404
1383312600000,5161,3673.115907558456
1383313200000,4159,196.21806351344696
1383313200000,4556,614.5254535921621
1383313200000,5161,3526.960330879242
1383313800000,4159,189.4374802997104
1383313800000,4556,575.0138892522303
1383313800000,5161,3566.7763543170618
1383314400000,4159,151.52653063470032
1383314400000,4556,579.3387848422715
1383314400000,5161,4786.595671888568
1383315000000,4159,204.0690597438981
1383315000000,4556,676.8810465436434
1383315000000,5161,3852.559624792218
1383315600000,4159,145.47202828228856
1383315600000,4556,561.2112500896983
1383315600000,5161,3553.7414553187477
1383316200000,4159,165.59970146982357
1383316200000,4556,504.3270444915646
1383316200000,5161,3984.877133040373
1383316800000,4159,184.54574729857944
1383316800000,4556,491.7550714154304
1383316800000,5161,3616.087274543345
1383317400000,4159,184.59526661188983
1383317400000,4556,519.6541163584774
1383317400000,5161,4438.869852618295
1383318000000,4159,196.1849009549446
1383318000000,4556,502.6471636453084
1383318000000,5161,4385.461982839942
1383318600000,4159,176.23977617782162
1383318600000,4556,579.7754479535864
1383318600000,5161,5012.5844464071
1383319200000,4159,193.04833548994444
1383319200000,4556,575.8774741495098
1383319200000,5161,4501.180578461995
1383319800000,4159,168.15840349667758
1383319800000,4556,495.4241221021365
1383319800000,5161,4467.243928049314
1383320400000,4159,187.02718343731377
1383320400000,4556,468.65352550686254
1383320400000,5161,4636.8949294655495
1383321000000,4159,238.50496334618143
1383321000000,4556,636.6036464361231
1383321000000,5161,4601.937308097396
1383321600000,4159,233.1571776391885
1383321600000,4556,603.2185642527093
1383321600000,5161,4492.390892659429
1383322200000,4159,220.701485852239
1383322200000,4556,591.652220708417
1383322200000,5161,4473.029957989435
1383322800000,4159,166.37545253107956
1383322800000,4556,656.3706639879784
1383322800000,5161,4758.466505121153
1383323400000,4159,204.85232444575544
1383323400000,4556,541.1215866278786
1383323400000,5161,4535.981535343758
1383324000000,4159,166.41987021063403
1383324000000,4556,557.9487097221412
1383324000000,5161,5063.972006037141
1383324600000,4159,131.19707385940902
1383324600000,4556,680.0384158304344
1383324600000,5161,4833.5445682317
1383325200000,4159,124.10627412181556
1383325200000,4556,583.4141376926365
1383325200000,5161,4887.70438378727
1383325800000,4159,134.7695153111733
1383325800000,4556,591.5947687932339
1383325800000,5161,4562.538554332353
1383326400000,4159,124.01503309061258
1383326400000,4556,580.9349616840473
1383326400000,5161,3912.398921094279
1383327000000,4159,176.11624089463524
1383327000000,4556,597.1470324428444
1383327000000,5161,3911.071703093429
1383327600000,4159,160.507445039583
1383327600000,4556,632.7030757951235
1383327600000,5161,4390.847115377259
1383328200000,4159,148.32321364685788
1383328200000,4556,694.5753842657745
1383328200000,5161,3647.776365194384
1383328800000,4159,135.54861949700788
1383328800000,4556,659.9272407864396
1383328800000,5161,3424.9321280119407
1383329400000,4159,140.46238013625
1383329400000,4556,1040.6173952273416
1383329400000,5161,3459.123580504988
1383330000000,4159,164.86468555573572
1383330000000,4556,864.3393063755559
1383330000000,5161,3064.529579050053
1383330600000,4159,147.72121905806293
1383330600000,4556,862.6313644851258
1383330600000,5161,3044.1853911902567
1383331200000,4159,176.9206674343134
1383331200000,4556,872.1737575430235
1383331200000,5161,2865.7544340756967
1383331800000,4159,132.95478954393644
1383331800000,4556,895.8466921645129
1383331800000,5161,2748.2987606046586
1383332400000,4159,143.1258208683759
1383332400000,4556,1201.6895521121382
1383332400000,5161,2481.103431150937
1383333000000,4159,172.85040119751272
1383333000000,4556,925.50313989683
1383333000000,5161,2288.49016003369
1383333600000,4159,145.92494879206953
1383333600000,4556,904.8897570510024
1383333600000,5161,1869.2071230734675
1383334200000,4159,200.47539077652556
1383334200000,4556,904.4132670436344
1383334200000,5161,1705.4847431503072
1383334800000,4159,139.78280462195008
1383334800000,4556,826.4824013670722
1383334800000,5161,1773.2513565750276
1383335400000,4159,148.13389921019254
1383335400000,4556,817.1519795505465
1383335400000,5161,1818.027083556882
1383336000000,4159,137.63098900540123
1383336000000,4556,940.3619716907118
1383336000000,5161,1456.8464737540348
1383336600000,4159,150.18349508079186
1383336600000,4556,1012.2502488258832
1383336600000,5161,1236.3165945277572
1383337200000,4159,138.398599981901
1383337200000,4556,920.4040067760652
1383337200000,5161,1180.7885959486966
1383337800000,4159,151.9266069794398
1383337800000,4556,1037.5646745474764
1383337800000,5161,1202.7673822740192
1383338400000,4159,168.35032702324014
1383338400000,4556,1047.3918483287946
1383338400000,5161,931.0881750964536
1383339000000,4159,140.0459781582595
1383339000000,4556,930.3073856537555
1383339000000,5161,1035.5614907264917
1383339600000,4159,129.3038358120534
1383339600000,4556,882.8736147697567
1383339600000,5161,1109.8716738665362
1383340200000,4159,147.39427722218252
1383340200000,4556,1033.8507616095774
1383340200000,5161,1171.1150304690543
1383340800000,4159,142.45623107925613
1383340800000,4556,946.3781412478882
1383340800000,5161,1160.5278693838038
1383341400000,4159,136.11400069965143
1383341400000,4556,938.9790525710318
1383341400000,5161,943.0971387895662
1383342000000,4159,129.94256599456293
1383342000000,4556,1010.554038250536
1383342000000,5161,694.4545016669016
1383342600000,4159,140.52789148960932
1383342600000,4556,833.3323671844969
1383342600000,5161,676.8163210303968
1383343200000,4159,145.98947844993745
1383343200000,4556,865.720497902263
1383343200000,5161,557.1827568598189
1383343800000,4159,208.15216555268327
1383343800000,4556,924.074823071306
1383343800000,5161,654.1043316315333
1383344400000,4159,162.32778634128343
1383344400000,4556,995.3216645834874
1383344400000,5161,671.6373484895237
1383345000000,4159,147.60649257075576
1383345000000,4556,994.4566566764768
1383345000000,5161,741.8163646668231
1383345600000,4159,145.56382237847023
1383345600000,4556,806.1698332000192
1383345600000,5161,591.1980131409164
1383346200000,4159,143.8314043578479
1383346200000,4556,881.0922748609056
1383346200000,5161,480.7548488367189
1383346800000,4159,189.5186286984439
1383346800000,4556,815.0537411713174
1383346800000,5161,300.6439183990641
1383347400000,4159,144.22231690811577
1383347400000,4556,751.1229118091991
1383347400000,5161,542.3051676290962
1383348000000,4159,167.56118300296237
1383348000000,4556,751.717382537921
1383348000000,5161,457.2384233048045
1383348600000,4159,181.3963466307414
1383348600000,4556,885.6194546079248
1383348600000,5161,270.8519265018453
1383349200000,4159,164.3012016157919
1383349200000,4556,679.4344844839803
1383349200000,5161,314.7115372261874
1383349800000,4159,141.18533074536026
1383349800000,4556,850.2455472684026
1383349800000,5161,232.72881233261924
1383350400000,4159,152.1405983043757
1383350400000,4556,1020.3622894032362
1383350400000,5161,179.01506208195804
1383351000000,4159,146.03005938958214
1383351000000,4556,752.2856672394508
1383351000000,5161,187.24101472109967
1383351600000,4159,127.6551947007813
1383351600000,4556,629.1615531398006
1383351600000,5161,216.45963082465988
1383352200000,4159,134.00440236978224
1383352200000,4556,555.973919955789
1383352200000,5161,193.21895763265613
1383352800000,4159,116.42610536764953
1383352800000,4556,650.0757235435376
1383352800000,5161,198.52817803673923
1383353400000,4159,112.56752416612905
1383353400000,4556,428.4453464116461
1383353400000,5161,165.41631498113202
1383354000000,4159,119.7052716949181
1383354000000,4556,628.8967362806193
1383354000000,5161,141.30780325250635
1383354600000,4159,109.83043453736428
1383354600000,4556,395.1200452531857
1383354600000,5161,183.7114853827421
1383355200000,4159,107.53996659583404
1383355200000,4556,391.0080019694178
1383355200000,5161,161.74927963391212
1383355800000,4159,112.0650702110856
1383355800000,4556,429.8879327432323
1383355800000,5161,133.47727207948674
1383356400000,4159,105.8993673850576
1383356400000,4556,524.6409967268376
1383356400000,5161,157.6279796605073
1383357000000,4159,101.381057251041
1383357000000,4556,410.9560153175704
1383357000000,5161,145.8234681826377
1383357600000,4159,105.70190283065628
1383357600000,4556,456.6137266592064
1383357600000,5161,136.09992798418943
1383358200000,4159,95.36801043070578
1383358200000,4556,293.70455537990205
1383358200000,5161,148.99534086310996
1383358800000,4159,97.65384349108352
1383358800000,4556,259.09405386573235
1383358800000,5161,139.35437415492456
1383359400000,4159,97.14235468936792
1383359400000,4556,273.3364840264792
1383359400000,5161,128.10012330278678
1383360000000,4159,100.7295475140153
1383360000000,4556,280.82008522063023
1383360000000,5161,147.59357312932
1383360600000,4159,92.29674489280865
1383360600000,4556,206.84562391572467
1383360600000,5161,143.45059100549244
1383361200000,4159,94.79659232524932
1383361200000,4556,249.90082004426705
1383361200000,5161,121.6387549982274
1383361800000,4159,92.89135358619436
1383361800000,4556,212.91773336687885
1383361800000,5161,199.5880092512558
1383362400000,4159,90.04638294191734
1383362400000,4556,221.77926167175548
1383362400000,5161,186.0715361631648
1383363000000,4159,95.19555741087088
1383363000000,4556,240.5608270420479
1383363000000,5161,172.52636322385985
1383363600000,4159,89.95279372766404
1383363600000,4556,211.270982530668
1383363600000,5161,288.0573405954272
1383364200000,4159,89.18650654834545
1383364200000,4556,195.21070746723785
1383364200000,5161,215.38378892516155
1383364800000,4159,88.49428410004658
1383364800000,4556,209.26850236564465
1383364800000,5161,252.4069569566037
1383365400000,4159,90.42279081486994
1383365400000,4556,247.8628677789628
1383365400000,5161,183.97689164755928
1383366000000,4159,80.28643095641567
1383366000000,4556,190.9463406832525
1383366000000,5161,183.2882366718925
1383366600000,4159,81.28852383687862
1383366600000,4556,197.73488457516328
1383366600000,5161,150.17800581462512
1383367200000,4159,91.55250454951062
1383367200000,4556,184.4325153804629
1383367200000,5161,146.5261447998757
1383367800000,4159,88.11791162986323
1383367800000,4556,182.24025078491263
1383367800000,5161,143.99265765510626
1383368400000,4159,88.75357055990943
1383368400000,4556,191.0385428787753
1383368400000,5161,117.47194441228892
1383369000000,4159,89.58513029252794
1383369000000,4556,191.59198692320663
1383369000000,5161,148.50221268032817
1383369600000,4159,92.38250115151912
1383369600000,4556,199.87412251800757
1383369600000,5161,154.76052513533276
1383370200000,4159,89.79034730930941
1383370200000,4556,171.9576834270098
1383370200000,5161,167.16602497221194
1383370800000,4159,86.61322254899443
1383370800000,4556,189.8674735374636
1383370800000,5161,171.79857910574458
1383371400000,4159,87.31299991965582
1383371400000,4556,337.40722385477574
1383371400000,5161,189.75456591872825
1383372000000,4159,86.89167447209309
1383372000000,4556,197.236746456654
1383372000000,5161,191.74099998587377
1383372600000,4159,89.90867885688189
1383372600000,4556,311.2582487612826
1383372600000,5161,178.83180042924505
1383373200000,4159,101.09313934136628
1383373200000,4556,203.341093957984
1383373200000,5161,166.29351041844282
1383373800000,4159,99.7909469533562
1383373800000,4556,195.3107423603978
1383373800000,5161,145.54856418834774
1383374400000,4159,116.97413512629944
1383374400000,4556,230.0851403709316
1383374400000,5161,183.16137284056256
1383375000000,4159,129.5513582003187
1383375000000,4556,229.4353637164029
1383375000000,5161,183.97903801133185
1383375600000,4159,116.4828518055944
1383375600000,4556,225.8259097746676
1383375600000,5161,174.21380495928196
1383376200000,4159,116.35504562579015
1383376200000,4556,225.89444257776208
1383376200000,5161,178.212087052608
1383376800000,4159,105.05545648928282
1383376800000,4556,332.5235899474
1383376800000,5161,189.96144382577543
1383377400000,4159,102.57537738918587
1383377400000,4556,307.6147923204251
1383377400000,5161,279.8491507995361
1383378000000,4159,125.13309596048958
1383378000000,4556,239.9458516637711
1383378000000,5161,237.5370614760153
1383378600000,4159,130.57653769637386
1383378600000,4556,276.25637451861775
1383378600000,5161,263.76172194819264
1383379200000,4159,122.80346358812967
1383379200000,4556,317.30858979803617
1383379200000,5161,329.2157456266091
1383379800000,4159,133.11861685869457
